Market Name,Year,Count
Enterprise Software,2009,132
GovTech,2009,4
Public Transportation,2009,2
Real Estate,2009,14
News,2009,14
Journalism,2009,2
Hardware,2009,33
Agriculture,2009,4
SaaS,2009,71
CleanTech,2009,8
Internet,2009,60
Broadcasting,2009,1
Water,2009,3
Analytics,2009,69
Infrastructure,2009,5
Wind Energy,2009,3
Oil and Gas,2009,5
Big Data,2009,39
E-Learning,2009,6
Email,2009,6
Education,2009,27
Recruiting,2009,11
Human Resources,2009,7
Natural Resources,2009,2
Mineral,2009,1
Market Research,2009,8
Energy,2009,23
Electronics,2009,7
Mobile Apps,2009,17
Travel,2009,11
Service Industry,2009,10
Food Delivery,2009,3
Restaurants,2009,9
Genetics,2009,18
Therapeutics,2009,34
Biotechnology,2009,93
Biopharma,2009,8
National Security,2009,2
Robotics,2009,9
Security,2009,28
Food and Beverage,2009,7
Food Processing,2009,5
Wine And Spirits,2009,3
Web Hosting,2009,13
Manufacturing,2009,32
Information Services,2009,14
Virtualization,2009,7
Information Technology,2009,44
Health Care,2009,98
Automotive,2009,12
Artificial Intelligence,2009,12
Retail,2009,23
Web Development,2009,6
Apps,2009,48
iOS,2009,24
Medical Device,2009,33
Android,2009,17
Wireless,2009,9
Diabetes,2009,1
Medical,2009,44
Life Science,2009,11
Marketing,2009,19
Cloud Computing,2009,37
Clinical Trials,2009,4
Pharmaceutical,2009,15
Search Engine,2009,21
Staffing Agency,2009,1
Financial Services,2009,27
Online Portals,2009,6
CAD,2009,1
Hospitality,2009,10
Industrial Automation,2009,1
Lifestyle,2009,5
Sponsorship,2009,3
Fashion,2009,16
Employment,2009,6
Communities,2009,3
Government,2009,2
Local,2009,17
Computer,2009,10
Tutoring,2009,1
Marketplace,2009,15
Developer Tools,2009,11
Web Design,2009,2
Mobile Payments,2009,9
Neuroscience,2009,2
Project Management,2009,6
B2B,2009,14
Collaboration,2009,13
Task Management,2009,1
Cyber Security,2009,12
Network Security,2009,18
Shipping,2009,3
Transportation,2009,9
Health Diagnostics,2009,13
Craft Beer,2009,1
Real Time,2009,20
Machine Learning,2009,16
Clean Energy,2009,9
Energy Efficiency,2009,9
Sensor,2009,2
Messaging,2009,16
SMS,2009,3
Content,2009,15
Email Marketing,2009,2
Content Discovery,2009,3
Data Visualization,2009,10
Sports,2009,16
Compliance,2009,2
Supply Chain Management,2009,4
Social Media Management,2009,6
Text Analytics,2009,3
Natural Language Processing,2009,2
Laser,2009,1
Bioinformatics,2009,4
FinTech,2009,22
Mobile Devices,2009,5
Electric Vehicle,2009,4
Crowdsourcing,2009,11
Logistics,2009,3
Nutraceutical,2009,1
Animal Feed,2009,1
Battery,2009,3
Green Consumer Goods,2009,3
Media and Entertainment,2009,10
Digital Marketing,2009,3
Online Auctions,2009,2
Gaming,2009,16
Brand Marketing,2009,10
Business Intelligence,2009,15
Small and Medium Businesses,2009,9
Location Based Services,2009,12
Customer Service,2009,6
Legal,2009,4
Publishing,2009,18
CRM,2009,22
Ad Retargeting,2009,4
Privacy,2009,6
Business Information Systems,2009,2
Developer APIs,2009,8
Open Source,2009,4
Developer Platform,2009,5
Consumer,2009,8
Industrial,2009,3
Water Purification,2009,1
Waste Management,2009,1
EdTech,2009,8
Fitness,2009,10
Wellness,2009,6
Events,2009,10
mHealth,2009,3
Renewable Energy,2009,12
Fuel,2009,3
Cloud Management,2009,4
Auctions,2009,3
Farming,2009,1
Music,2009,15
Loyalty Programs,2009,5
Coupons,2009,4
Universities,2009,2
Virtual Reality,2009,3
Children,2009,3
Energy Storage,2009,3
Retail Technology,2009,2
Augmented Reality,2009,1
Freemium,2009,2
Social Network,2009,15
File Sharing,2009,3
Digital Media,2009,23
Blogging Platforms,2009,6
Knowledge Management,2009,1
Outdoors,2009,3
Banking,2009,3
Insurance,2009,4
Chemical,2009,6
Data Center,2009,7
Enterprise,2009,4
Solar,2009,10
Nanotechnology,2009,3
Event Management,2009,2
Communication Hardware,2009,1
Semiconductor,2009,3
Art,2009,4
Social CRM,2009,1
Identity Management,2009,9
Ticketing,2009,3
Ediscovery,2009,1
Concerts,2009,1
Vertical Search,2009,1
Ad Targeting,2009,2
Impact Investing,2009,1
Cooking,2009,2
Meeting Software,2009,1
Intelligent Systems,2009,2
Product Design,2009,3
Video on Demand,2009,2
Content Marketing,2009,2
Predictive Analytics,2009,11
Reputation,2009,6
Group Buying,2009,1
Private Social Networking,2009,2
Guides,2009,2
Advertising Platforms,2009,2
Photography,2009,9
Stock Exchanges,2009,2
Image Recognition,2009,2
Business Development,2009,2
Product Search,2009,1
Bitcoin,2009,1
Wealth Management,2009,2
IT Management,2009,3
Content Delivery Network,2009,3
Photo Editing,2009,1
Accounting,2009,6
Collectibles,2009,1
Credit,2009,3
EBooks,2009,1
Home Services,2009,2
Commercial,2009,2
Construction,2009,2
Architecture,2009,4
Ride Sharing,2009,2
Shoes,2009,4
Personalization,2009,5
Parenting,2009,2
Basketball,2009,1
Fantasy Sports,2009,1
Golf,2009,1
American Football,2009,1
Soccer,2009,1
Digital Entertainment,2009,5
Internet of Things,2009,7
Higher Education,2009,2
Database,2009,4
TV,2009,1
SEO,2009,7
Career Planning,2009,5
Consumer Electronics,2009,8
Advice,2009,3
Social,2009,9
Web Browsers,2009,3
Local Business,2009,2
Commercial Real Estate,2009,4
Property Management,2009,2
Reading Apps,2009,1
Social News,2009,1
Ad Server,2009,2
Innovation Management,2009,1
Rehabilitation,2009,1
Biomass Energy,2009,1
Consumer Software,2009,2
Toys,2009,1
Vacation Rental,2009,2
Tourism,2009,2
Social Media Advertising,2009,1
Recycling,2009,2
Sales,2009,3
Video Games,2009,7
Contact Management,2009,1
Elder Care,2009,1
Social Recruiting,2009,2
Consulting,2009,5
Energy Management,2009,6
Document Management,2009,2
Outsourcing,2009,1
Non Profit,2009,8
Personal Finance,2009,3
Risk Management,2009,4
IaaS,2009,4
Mobile Advertising,2009,2
Retirement,2009,1
Online Games,2009,1
Virtual World,2009,2
Textiles,2009,1
Computer Vision,2009,1
Data Mining,2009,1
Mining Technology,2009,1
Simulation,2009,1
GreenTech,2009,5
Pet,2009,1
Transaction Processing,2009,4
Debit Cards,2009,1
Skill Assessment,2009,2
Geospatial,2009,1
Video Editing,2009,2
Aerospace,2009,1
Marketing Automation,2009,4
Fraud Detection,2009,2
Hospital,2009,4
Fleet Management,2009,1
AgTech,2009,1
Semantic Search,2009,3
App Marketing,2009,4
Web Apps,2009,1
Subscription Service,2009,3
A/B Testing,2009,1
Data Storage,2009,2
Home Improvement,2009,1
Interior Design,2009,2
Home Renovation,2009,2
Car Sharing,2009,2
Collaborative Consumption,2009,2
MMO Games,2009,1
Peer to Peer,2009,1
Enterprise Applications,2009,2
Drones,2009,1
Virtual Currency,2009,1
Sales Automation,2009,1
Video Conferencing,2009,1
Communications Infrastructure,2009,2
Beauty,2009,1
Cloud Security,2009,1
Lighting,2009,1
Smart Building,2009,1
Theatre,2009,1
Film,2009,3
Price Comparison,2009,3
Semantic Web,2009,1
Corporate Training,2009,2
Training,2009,2
Lending,2009,2
Wearables,2009,1
Content Creators,2009,1
Navigation,2009,1
Asset Management,2009,1
Local Advertising,2009,1
DIY,2009,1
Organic Food,2009,1
Facebook,2009,1
First Aid,2009,1
Emergency Medicine,2009,1
Public Safety,2009,1
Autonomous Vehicles,2009,2
E-Commerce Platforms,2009,2
Politics,2009,4
Printing,2009,2
Management Information Systems,2009,1
Celebrity,2009,1
Video Chat,2009,1
Law Enforcement,2009,1
Private Cloud,2009,1
Photo Sharing,2009,6
Professional Services,2009,2
Scheduling,2009,1
Casual Games,2009,1
Management Consulting,2009,1
Crowdfunding,2009,3
Furniture,2009,1
Power Grid,2009,1
GPU,2009,1
Consumer Applications,2009,2
Adventure Travel,2009,1
Graphic Design,2009,1
Packaging Services,2009,1
Advanced Materials,2009,1
Chemical Engineering,2009,1
CMS,2009,1
Women's,2009,2
Procurement,2009,2
Real Estate Investment,2009,1
Technical Support,2009,1
Assisted Living,2009,1
VoIP,2009,1
Ad Network,2009,2
Family,2009,2
Data Integration,2009,2
Operating Systems,2009,1
Application Performance Management,2009,2
Air Transportation,2009,1
Cloud Storage,2009,1
Continuing Education,2009,1
Public Relations,2009,1
Language Learning,2009,1
Sustainability,2009,1
Credit Cards,2009,4
Lead Generation,2009,1
SEM,2009,1
Browser Extensions,2009,1
Biometrics,2009,1
Gift,2009,1
PC Games,2009,1
Content Syndication,2009,1
Social Entrepreneurship,2009,1
Child Care,2009,1
Point of Sale,2009,1
Cloud Infrastructure,2009,1
Environmental Engineering,2009,1
Delivery,2009,1
Fossil Fuels,2009,1
Professional Networking,2009,1
Parking,2009,1
Homeland Security,2009,1
Home Decor,2009,1
Service Industry,1999,8
Hospitality,1999,2
Family,1999,1
Mobile,1999,23
Marketing,1999,12
Telecommunications,1999,15
Software,1999,56
Enterprise Software,1999,53
Wireless,1999,9
Manufacturing,1999,16
Clinical Trials,1999,2
Biotechnology,1999,22
Health Care,1999,32
Medical,1999,15
Natural Language Processing,1999,1
Medical Device,1999,10
Genetics,1999,6
Marketplace,1999,7
Developer Tools,1999,3
Sales,1999,2
Photography,1999,2
Blogging Platforms,1999,1
Analytics,1999,19
CRM,1999,7
SaaS,1999,22
PaaS,1999,2
Advice,1999,3
Finance,1999,8
FinTech,1999,8
B2C,1999,1
Life Science,1999,3
Health Diagnostics,1999,6
Cloud Security,1999,3
Cyber Security,1999,1
Security,1999,16
Risk Management,1999,4
Search Engine,1999,4
E-Commerce,1999,23
Travel,1999,2
Oil and Gas,1999,2
Crowdsourcing,1999,1
Product Design,1999,4
Consulting,1999,5
UX Design,1999,1
Customer Service,1999,5
Messaging,1999,5
SMS,1999,3
Cloud Computing,1999,11
Payments,1999,4
Video Streaming,1999,2
Business Intelligence,1999,6
Big Data,1999,4
Hospital,1999,3
Web Hosting,1999,11
Web Browsers,1999,2
Project Management,1999,3
Business Development,1999,3
Automotive,1999,4
Application Performance Management,1999,2
Virtualization,1999,4
Human Resources,1999,2
Flash Storage,1999,1
Management Information Systems,1999,5
Music,1999,3
Audio,1999,5
Internet,1999,31
E-Learning,1999,4
Education,1999,8
Online Auctions,1999,3
Information Technology,1999,26
Information Services,1999,6
Data Storage,1999,1
Data Center,1999,2
3D Printing,1999,1
Agriculture,1999,3
Sustainability,1999,1
Social Media,1999,2
Content,1999,3
B2B,1999,2
Event Management,1999,2
Biopharma,1999,3
Audiobooks,1999,1
Digital Entertainment,1999,3
Media and Entertainment,1999,5
Web Design,1999,2
Delivery,1999,2
Local,1999,1
Restaurants,1999,1
Location Based Services,1999,2
Logistics,1999,2
Advertising,1999,11
E-Commerce Platforms,1999,3
Publishing,1999,2
Content Syndication,1999,1
Pharmaceutical,1999,8
Market Research,1999,3
Beauty,1999,1
Cosmetics,1999,1
Retail,1999,8
Consumer Research,1999,1
Accounting,1999,4
Digital Signage,1999,1
Digital Media,1999,8
Content Delivery Network,1999,1
Linux,1999,1
Real Time,1999,3
GovTech,1999,1
Government,1999,4
Food and Beverage,1999,2
Food Processing,1999,2
Food Delivery,1999,1
Consumer Electronics,1999,4
Mobile Payments,1999,1
Therapeutics,1999,4
Electronics,1999,5
Network Hardware,1999,4
Optical Communication,1999,3
Fitness,1999,1
Wellness,1999,2
Wearables,1999,2
Solar,1999,4
Supply Chain Management,1999,3
Home Health Care,1999,1
Non Profit,1999,1
Sports,1999,4
Alternative Medicine,1999,1
Communications Infrastructure,1999,6
Business Information Systems,1999,1
Computer,1999,2
Industrial,1999,6
iOS,1999,2
RFID,1999,1
Semiconductor,1999,5
Delivery Service,1999,1
Retail Technology,1999,6
Smart Home,1999,1
Internet of Things,1999,1
Artificial Intelligence,1999,2
Apps,1999,4
Financial Services,1999,6
Email,1999,5
Cloud Data Services,1999,1
Legal,1999,1
Ediscovery,1999,1
Renewable Energy,1999,2
Test and Measurement,1999,2
Consumer,1999,5
Events,1999,1
Advertising Platforms,1999,3
Procurement,1999,1
App Marketing,1999,1
Public Relations,1999,2
Collaboration,1999,2
Universities,1999,1
EdTech,1999,2
Enterprise,1999,3
Developer Platform,1999,3
Shopping,1999,4
Product Search,1999,1
Hardware,1999,7
Video,1999,7
Banking,1999,2
Recruiting,1999,1
Outsourcing,1999,2
Clean Energy,1999,1
Infrastructure,1999,2
VoIP,1999,2
Social Network,1999,2
Freelance,1999,1
Mobile Devices,1999,2
Eyewear,1999,1
Augmented Reality,1999,1
Private Cloud,1999,1
Small and Medium Businesses,1999,3
Auctions,1999,1
Physical Security,1999,1
Transportation,1999,2
CleanTech,1999,2
Energy Storage,1999,1
ISP,1999,2
Data Mining,1999,1
Predictive Analytics,1999,2
Scheduling,1999,1
File Sharing,1999,1
Wine And Spirits,1999,1
Parenting,1999,1
Web Development,1999,2
SEO,1999,1
Machine Learning,1999,1
Content Creators,1999,1
Digital Marketing,1999,2
Energy Efficiency,1999,1
Professional Services,1999,2
Consumer Software,1999,1
Dietary Supplements,1999,1
Chemical,1999,1
EDA,1999,1
Compliance,1999,1
Shipping,1999,1
Furniture,1999,1
Network Security,1999,2
Broadcasting,1999,1
Construction,1999,1
Virtual World,1999,1
Children,1999,1
Lifestyle,1999,1
Lead Generation,1999,2
Cloud Management,1999,1
Cloud Infrastructure,1999,2
Photo Sharing,1999,1
Email Marketing,1999,2
Privacy,1999,1
Online Portals,1999,2
Intellectual Property,1999,1
Real Estate,1999,2
Handmade,1999,1
Home Decor,1999,1
Communities,1999,1
Mapping Services,1999,1
Fantasy Sports,1999,1
National Security,1999,1
News,1999,1
Music Streaming,1999,1
Gift,1999,1
Developer APIs,1999,1
Dating,1999,1
Career Planning,1999,1
Health Insurance,1999,2
Video on Demand,1999,1
Lead Management,1999,1
Marketing Automation,1999,1
TV,1999,1
Content Marketing,1999,1
Wealth Management,1999,1
Architecture,1999,1
Tourism,1999,1
Knowledge Management,1999,1
Pet,1999,1
Insurance,1999,1
Jewelry,1999,1
Water Purification,1999,1
Training,1999,1
Aerospace,1999,1
Fraud Detection,1999,1
Hardware,1996,6
Software,1996,27
Pharmaceutical,1996,8
Biotechnology,1996,18
Health Care,1996,14
Financial Services,1996,7
Content,1996,2
Enterprise Software,1996,15
Computer,1996,2
B2B,1996,3
Neuroscience,1996,2
Therapeutics,1996,7
Sensor,1996,1
Medical Device,1996,6
Medical,1996,10
Chemical,1996,2
Hospital,1996,3
Network Security,1996,4
Security,1996,6
Management Information Systems,1996,1
Consulting,1996,4
Marketplace,1996,2
Online Auctions,1996,1
E-Commerce,1996,6
Advanced Materials,1996,1
Broadcasting,1996,2
Health Diagnostics,1996,6
Biopharma,1996,4
Electronics,1996,2
mHealth,1996,1
Biofuel,1996,1
Energy,1996,1
Outsourcing,1996,3
Information Technology,1996,9
Energy Efficiency,1996,1
Solar,1996,1
Business Intelligence,1996,4
Cloud Computing,1996,5
Analytics,1996,5
CleanTech,1996,1
Manufacturing,1996,5
TV,1996,1
Internet,1996,9
Local,1996,1
CRM,1996,1
Internet of Things,1996,3
Social Media,1996,3
Advertising,1996,4
Mobile,1996,2
Market Research,1996,1
Publishing,1996,2
Information Services,1996,6
Finance,1996,5
News,1996,3
Intellectual Property,1996,2
Accounting,1996,1
Incubators,1996,1
Payments,1996,1
SaaS,1996,2
Humanitarian,1996,1
Venture Capital,1996,1
FinTech,1996,2
Virtual Currency,1996,1
Universities,1996,1
Career Planning,1996,3
Education,1996,2
Billing,1996,1
Service Industry,1996,2
Data Center,1996,2
Textiles,1996,1
RFID,1996,1
Professional Services,1996,2
Recruiting,1996,2
Sales,1996,1
Trading Platform,1996,1
IT Management,1996,1
Public Safety,1996,1
Marketing,1996,2
E-Learning,1996,1
Risk Management,1996,1
Subscription Service,1996,1
Identity Management,1996,1
Telecommunications,1996,2
Wireless,1996,2
VoIP,1996,1
Web Development,1996,1
Media and Entertainment,1996,2
Ad Network,1996,2
Toys,1996,1
Augmented Reality,1996,1
Mobile Devices,1996,1
Communication Hardware,1996,2
Infrastructure,1996,1
Messaging,1996,1
Cyber Security,1996,1
Collaboration,1996,1
Beauty,1996,1
Genetics,1996,2
Web Hosting,1996,2
Virtualization,1996,2
Apps,1996,2
Search Engine,1996,1
Automotive,1996,1
Supply Chain Management,1996,2
Compliance,1996,1
Real Time,1996,1
Application Performance Management,1996,1
Music,1996,1
Consumer Electronics,1996,1
Law Enforcement,1996,1
GovTech,1996,1
Clinical Trials,1996,1
Geospatial,1996,1
Location Based Services,1996,1
Navigation,1996,1
Project Management,1996,1
Content Delivery Network,1996,1
Cloud Data Services,1996,1
Government,1996,2
Email,1996,1
Small and Medium Businesses,1996,2
Loyalty Programs,1996,1
Pet,1996,1
Public Relations,1996,1
Brand Marketing,1996,1
Hospitality,1996,1
Product Design,1996,1
Oil and Gas,1996,1
Digital Media,1996,1
Mobile Advertising,1996,1
Retirement,1996,1
Advice,1996,1
Communities,1996,1
Online Portals,1996,1
Women's,1996,1
Travel,1996,1
Ticketing,1996,1
Transportation,1996,1
Enterprise,1996,1
Social Network,1996,1
Retail,1996,1
Sales Automation,1996,1
Marketing Automation,1996,1
Lead Generation,1996,1
Business Development,1996,1
Software,2001,41
Ticketing,2001,1
Internet,2001,13
Information Technology,2001,18
Advertising,2001,17
Higher Education,2001,1
Enterprise Software,2001,53
Cloud Data Services,2001,5
Medical,2001,17
Biotechnology,2001,38
Manufacturing,2001,17
Therapeutics,2001,9
Health Care,2001,41
Marketing,2001,5
Mobile,2001,26
Wireless,2001,10
Information Services,2001,6
Analytics,2001,14
Natural Resources,2001,2
Energy,2001,7
Oil and Gas,2001,5
Commercial Real Estate,2001,1
Brand Marketing,2001,4
Social Media,2001,6
Social Media Marketing,2001,2
Digital Marketing,2001,1
Health Diagnostics,2001,4
Enterprise Applications,2001,1
Identity Management,2001,3
Robotics,2001,2
Medical Device,2001,10
Semiconductor,2001,12
Energy Storage,2001,1
Energy Management,2001,2
Energy Efficiency,2001,3
Search Engine,2001,2
Life Science,2001,5
Service Industry,2001,5
Messaging,2001,7
Collaboration,2001,6
Flash Storage,2001,1
Virtualization,2001,3
Biopharma,2001,3
Pharmaceutical,2001,16
Web Development,2001,5
Content,2001,8
Video on Demand,2001,1
Public Transportation,2001,1
Local,2001,1
Hardware,2001,6
Nanotechnology,2001,4
Sensor,2001,2
Business Development,2001,2
RFID,2001,2
Network Security,2001,5
Security,2001,13
Compliance,2001,3
Task Management,2001,2
Retail,2001,4
Trading Platform,2001,2
SaaS,2001,16
Financial Services,2001,7
Mobile Devices,2001,2
Loyalty Programs,2001,2
Customer Service,2001,3
E-Commerce,2001,13
Risk Management,2001,4
Infrastructure,2001,6
Events,2001,2
Career Planning,2001,1
Wedding,2001,1
Training,2001,2
Consulting,2001,3
Private Cloud,2001,1
Database,2001,5
Data Center,2001,3
Cloud Computing,2001,7
IT Management,2001,1
Telecommunications,2001,9
Cyber Security,2001,2
Enterprise,2001,3
Big Data,2001,3
Staffing Agency,2001,1
Recruiting,2001,3
Mobile Apps,2001,1
Outsourcing,2001,2
Document Management,2001,2
Consumer,2001,2
Electronics,2001,7
Wealth Management,2001,2
Photography,2001,1
Asset Management,2001,1
Point of Sale,2001,1
Biometrics,2001,1
Art,2001,3
Marketplace,2001,3
Online Auctions,2001,1
Fashion,2001,3
Furniture,2001,1
Payments,2001,3
Billing,2001,1
Sports,2001,3
Publishing,2001,2
Video Games,2001,3
Digital Entertainment,2001,3
mHealth,2001,1
Crowdsourcing,2001,1
Audio,2001,2
Communications Infrastructure,2001,1
Social Network,2001,2
Finance,2001,3
Intellectual Property,2001,1
Machine Learning,2001,2
Ad Targeting,2001,1
Predictive Analytics,2001,2
Real Time,2001,2
Blogging Platforms,2001,1
Ad Network,2001,2
Video,2001,3
News,2001,4
Developer Tools,2001,2
Content Syndication,2001,1
Financial Exchanges,2001,1
Digital Media,2001,3
Veterinary,2001,1
Hospital,2001,1
B2B,2001,1
Fuel Cell,2001,1
Logistics,2001,2
Business Intelligence,2001,2
Digital Signage,2001,2
Travel,2001,1
Software Engineering,2001,1
National Security,2001,1
Test and Measurement,2001,2
E-Learning,2001,1
Employment,2001,2
Human Resources,2001,1
Web Hosting,2001,2
Video Conferencing,2001,1
Market Research,2001,2
Architecture,2001,2
Linux,2001,2
Knowledge Management,2001,1
Management Information Systems,2001,1
Industrial Automation,2001,1
Renewable Energy,2001,3
Solar,2001,4
Computer,2001,4
Data Integration,2001,1
Public Relations,2001,1
Music,2001,2
VoIP,2001,2
Professional Services,2001,4
Project Management,2001,2
Cloud Security,2001,3
Automotive,2001,2
Local Advertising,2001,1
CRM,2001,2
Supply Chain Management,2001,1
Non Profit,2001,2
Email Marketing,2001,2
Small and Medium Businesses,2001,1
Marketing Automation,2001,2
Content Delivery Network,2001,1
Freemium,2001,1
Gaming,2001,4
Navigation,2001,1
Transportation,2001,2
Fleet Management,2001,2
Cloud Infrastructure,2001,2
Data Storage,2001,1
Text Analytics,2001,1
Innovation Management,2001,1
CleanTech,2001,2
Wind Energy,2001,1
Web Apps,2001,1
SEM,2001,1
Developer APIs,2001,1
Fitness,2001,1
Internet of Things,2001,3
Media and Entertainment,2001,1
Sales,2001,2
Real Estate,2001,1
Home Renovation,2001,1
Lead Generation,2001,1
TV,2001,2
Sporting Goods,2001,1
Mobile Payments,2001,1
NFC,2001,1
Neuroscience,2001,1
Developer Platform,2001,2
Call Center,2001,1
Personalization,2001,1
Children,2001,1
Sponsorship,2001,1
Clean Energy,2001,1
Virtual Reality,2001,1
Natural Language Processing,2001,2
Artificial Intelligence,2001,2
Network Hardware,2001,1
Product Design,2001,3
Product Search,2001,1
Laser,2001,1
IT Infrastructure,2001,1
Film,2001,1
MMO Games,2001,1
SEO,2001,1
Video Streaming,2001,1
Consumer Electronics,2001,1
Apps,2001,1
Data Center Automation,2001,1
Cloud Management,2001,1
Internet Radio,2001,1
Agriculture,2001,1
Green Consumer Goods,2001,1
Shopping,2001,1
Business Information Systems,2001,1
Smart Home,2001,1
Marketing,1995,2
Social Media Marketing,1995,1
E-Commerce,1995,7
Local,1995,1
Advertising,1995,3
Database,1995,1
Enterprise Software,1995,12
Web Design,1995,1
Web Hosting,1995,2
Medical,1995,9
Biopharma,1995,1
Biotechnology,1995,11
Cloud Computing,1995,1
Manufacturing,1995,3
ERP,1995,1
Network Security,1995,1
Virtualization,1995,1
SaaS,1995,3
Big Data,1995,1
Information Technology,1995,3
Data Storage,1995,2
Medical Device,1995,2
Health Care,1995,10
VoIP,1995,2
Analytics,1995,5
Home Health Care,1995,1
Social Assistance,1995,1
Travel,1995,1
Aerospace,1995,1
Food and Beverage,1995,1
Digital Media,1995,2
Finance,1995,2
Financial Services,1995,3
Software,1995,8
Digital Entertainment,1995,1
Social Media,1995,1
News,1995,1
B2B,1995,1
Fitness,1995,1
Electronics,1995,4
Pharmaceutical,1995,2
Insurance,1995,1
Therapeutics,1995,2
Health Diagnostics,1995,2
Mapping Services,1995,1
Infrastructure,1995,1
Bioinformatics,1995,1
Retail Technology,1995,3
Security,1995,3
Internet,1995,3
Energy Management,1995,1
Communications Infrastructure,1995,1
Hardware,1995,3
Payments,1995,1
Billing,1995,1
Ediscovery,1995,1
Automotive,1995,3
Shopping,1995,1
Retail,1995,1
Banking,1995,1
CleanTech,1995,1
Environmental Engineering,1995,1
Government,1995,1
Search Engine,1995,1
Auctions,1995,1
Information Services,1995,1
Green Consumer Goods,1995,1
Toys,1995,1
Commercial Real Estate,1995,1
Real Estate,1995,2
Video,1995,3
Education,1995,1
E-Learning,1995,1
EdTech,1995,1
Intellectual Property,1995,1
Social,1995,1
Home and Garden,1995,1
Agriculture,1995,1
Industrial,1995,1
Predictive Analytics,1995,1
Semiconductor,1995,5
Computer,1995,1
Collaboration,1995,1
Video Conferencing,1995,2
Telecommunications,1995,1
Consumer,1995,1
Wireless,1995,1
Ticketing,1995,1
Music,1995,2
Concerts,1995,1
Events,1995,1
Sports,1995,1
Consumer Electronics,1995,1
Gamification,1995,1
Gaming,1995,1
Eyewear,1995,1
Cloud Data Services,1995,1
Meeting Software,1995,1
Flash Storage,1995,1
GPS,1995,1
Navigation,1995,1
Video Streaming,1995,1
Optical Communication,1995,1
Advice,1995,1
FinTech,1995,1
Business Intelligence,1995,1
Consulting,1995,1
Mobile,1995,1
Apps,1995,1
Property Management,1995,1
Facility Management,1995,1
Cyber Security,1995,1
Risk Management,1995,1
IT Management,1995,1
Mobile,2010,209
Publishing,2010,27
Art,2010,7
Digital Media,2010,36
Search Engine,2010,34
Universities,2010,1
Education,2010,56
Market Research,2010,9
Enterprise Software,2010,169
Retail,2010,22
Information Technology,2010,82
Crowdsourcing,2010,16
Service Industry,2010,14
Industrial,2010,3
Biotechnology,2010,84
Therapeutics,2010,25
Pharmaceutical,2010,22
SaaS,2010,109
Software,2010,187
Cloud Computing,2010,46
mHealth,2010,12
Health Care,2010,152
iOS,2010,45
Apps,2010,83
Social Media,2010,114
E-Commerce,2010,104
Android,2010,29
Document Management,2010,6
Delivery,2010,9
Sales Automation,2010,8
CRM,2010,24
Media and Entertainment,2010,14
Manufacturing,2010,30
Medical Device,2010,22
Consumer,2010,9
Web Browsers,2010,8
Email Marketing,2010,7
Personalization,2010,6
Marketing Automation,2010,16
Medical,2010,57
QR Codes,2010,3
Mobile Advertising,2010,7
App Marketing,2010,3
Analytics,2010,127
Professional Services,2010,5
Messaging,2010,26
Celebrity,2010,2
Sports,2010,21
Health Diagnostics,2010,20
Classifieds,2010,4
Lifestyle,2010,18
Electric Vehicle,2010,3
Electronics,2010,7
Sporting Goods,2010,1
Hardware,2010,27
Internet,2010,72
Video Streaming,2010,11
Concerts,2010,2
Marketplace,2010,13
Scheduling,2010,2
Hospitality,2010,20
Human Resources,2010,12
Tourism,2010,5
Travel,2010,18
Outdoors,2010,2
Financial Services,2010,28
Restaurants,2010,15
Non Profit,2010,12
Life Science,2010,10
Bioinformatics,2010,1
Genetics,2010,9
Clinical Trials,2010,6
Energy Management,2010,6
Commercial Real Estate,2010,5
Energy Efficiency,2010,12
E-Learning,2010,6
3D Technology,2010,5
Higher Education,2010,2
Training,2010,11
Virtualization,2010,6
Energy Storage,2010,4
Transportation,2010,5
Energy,2010,17
Social Network,2010,14
Marketing,2010,29
Advertising,2010,89
Advertising Platforms,2010,14
Wireless,2010,12
Mobile Devices,2010,6
Oil and Gas,2010,2
Delivery Service,2010,1
Telecommunications,2010,9
Infrastructure,2010,4
Big Data,2010,62
Multi-level Marketing,2010,1
Real Time,2010,31
Web Design,2010,4
Collaboration,2010,12
EdTech,2010,20
FinTech,2010,40
Finance,2010,50
Open Source,2010,11
Cloud Infrastructure,2010,4
Internet of Things,2010,14
Communities,2010,11
Digital Entertainment,2010,11
Public Transportation,2010,4
Email,2010,13
Embedded Software,2010,1
Content,2010,35
Online Portals,2010,15
A/B Testing,2010,1
Auto Insurance,2010,3
Insurance,2010,5
Web Hosting,2010,15
PaaS,2010,6
Web Development,2010,19
Consumer Electronics,2010,10
Chemical,2010,2
News,2010,23
Business Intelligence,2010,20
SEO,2010,7
Music,2010,21
IT Infrastructure,2010,2
Brand Marketing,2010,9
Flash Storage,2010,5
Mobile Apps,2010,19
Customer Service,2010,11
Lighting,2010,3
Artificial Intelligence,2010,17
Machine Learning,2010,18
Information Services,2010,18
Banking,2010,5
Payments,2010,26
Accounting,2010,3
Social Media Marketing,2010,17
Predictive Analytics,2010,16
Database,2010,10
Cloud Data Services,2010,11
Mobile Payments,2010,12
Robotics,2010,7
Semiconductor,2010,5
Casual Games,2010,2
Video Games,2010,4
Gaming,2010,11
Shopping,2010,11
Fashion,2010,22
Lead Generation,2010,4
Presentation Software,2010,1
Sales,2010,4
IT Management,2010,4
Document Preparation,2010,1
CMS,2010,1
Biopharma,2010,6
